temperature,humidity,rainfall_mm,wind_speed,crop_type,growth_stage,previous_pest_occurrence,pest_risk,pest_type
15.26,46.73,1.63,5.976,cotton,vegetative,0,medium,aphids
15.12,56.42,0.0,3.8520000000000003,rice,flowering,1,high,aphids
15.82,46.41,0.0,5.6160000000000005,sugarcane,seedling,0,low,none
15.97,35.15,0.0,4.716,sugarcane,maturity,1,medium,pyrilla
14.71,31.53,0.06,11.664000000000001,wheat,maturity,0,low,none
14.04,40.52,0.0,5.148,sugarcane,seedling,0,low,none
15.34,35.87,0.13,3.636,sugarcane,flowering,0,low,none
14.45,35.39,0.09,5.436,wheat,vegetative,0,low,none
14.12,32.67,0.0,4.644,cotton,flowering,0,low,none
15.08,32.76,0.0,4.896000000000001,sugarcane,seedling,1,medium,pyrilla
16.25,24.74,0.0,4.5360000000000005,wheat,flowering,1,high,leaf_miner
18.51,31.51,0.06,3.9960000000000004,rice,maturity,0,low,none
20.05,47.05,1.57,6.336,cotton,flowering,0,medium,aphids
19.87,64.53,3.91,6.803999999999999,rice,seedling,1,medium,aphids
18.14,42.03,0.0,8.568,rice,maturity,0,low,none
18.5,32.85,0.0,8.532,wheat,flowering,0,medium,leaf_miner
18.86,28.65,0.0,6.803999999999999,sugarcane,flowering,0,low,none
20.52,21.02,0.0,5.04,wheat,maturity,1,low,none
20.08,18.28,0.0,5.004,wheat,vegetative,1,medium,leaf_miner
19.59,20.99,0.0,5.184,wheat,maturity,0,low,none
20.6,24.21,0.0,3.096,wheat,vegetative,1,medium,leaf_miner
21.15,29.51,0.0,2.8440000000000003,cotton,seedling,1,medium,aphids
20.96,30.81,0.0,4.14,sugarcane,seedling,0,low,none
22.4,29.71,0.05,4.428,rice,maturity,0,low,none
23.49,29.11,0.0,4.392,rice,maturity,0,low,none
24.85,28.27,0.0,5.796,sugarcane,seedling,1,medium,shoot_borer
24.12,32.37,0.0,6.372,rice,vegetative,0,low,none
21.06,48.0,5.84,5.22,sugarcane,seedling,1,medium,pyrilla
21.11,56.31,1.13,4.284,rice,maturity,0,medium,aphids
21.38,49.31,0.72,3.8160000000000003,wheat,seedling,1,medium,leaf_miner
21.88,42.12,0.0,5.4,rice,maturity,0,low,none
22.39,36.69,0.0,4.680000000000001,sugarcane,maturity,0,low,none
24.76,34.63,0.0,4.6080000000000005,sugarcane,seedling,1,low,none
23.53,50.61,8.13,7.452,sugarcane,vegetative,1,medium,pyrilla
20.91,68.64,14.8,9.216000000000001,sugarcane,flowering,1,high,pyrilla
20.42,67.4,5.22,5.832000000000001,sugarcane,seedling,0,low,none
20.91,54.37,1.35,4.6080000000000005,cotton,flowering,1,high,aphids
20.58,44.04,0.0,6.8759999999999994,cotton,seedling,0,low,none
20.87,41.3,0.0,8.424,rice,flowering,0,medium,aphids
21.63,51.53,2.14,7.416,sugarcane,vegetative,0,low,none
23.33,50.19,0.83,9.216000000000001,rice,vegetative,0,low,none
26.33,41.65,2.86,3.24,sugarcane,seedling,0,low,none
24.75,39.82,0.24,4.392,sugarcane,maturity,1,medium,shoot_borer
22.02,33.18,0.09,12.348,cotton,flowering,0,low,none
21.06,30.68,0.0,10.404,cotton,maturity,1,low,none
22.97,31.13,0.0,6.48,wheat,maturity,0,low,none
25.13,27.77,0.0,4.572,cotton,maturity,0,medium,bollworm
25.32,34.97,0.0,9.684,wheat,vegetative,0,medium,leaf_miner
22.83,49.64,0.3,10.224,wheat,seedling,1,low,none
23.05,40.64,0.0,6.6240000000000006,wheat,seedling,1,low,none
23.94,36.28,0.09,5.58,wheat,vegetative,1,medium,leaf_miner
25.14,34.07,0.0,7.272,wheat,vegetative,1,high,leaf_miner
26.38,31.65,0.0,5.328,rice,seedling,0,low,none
27.71,29.32,0.0,5.724,cotton,maturity,0,low,none
28.02,33.2,0.0,9.0,wheat,flowering,1,high,leaf_miner
30.25,35.64,0.0,5.508,sugarcane,flowering,0,medium,shoot_borer
30.1,37.28,0.0,4.464,cotton,flowering,0,medium,bollworm
29.48,36.23,0.03,6.372,cotton,maturity,0,medium,bollworm
26.86,36.46,0.65,6.9479999999999995,wheat,seedling,0,low,none
27.21,32.87,0.52,9.756,rice,vegetative,0,medium,aphids
26.31,33.63,0.0,8.496,wheat,seedling,0,low,none
26.84,30.18,0.11,4.068,rice,maturity,0,medium,aphids
27.48,29.88,0.0,8.712,sugarcane,vegetative,0,low,none
27.66,30.22,0.0,10.224,cotton,maturity,0,low,none
27.21,32.63,0.05,9.324,sugarcane,flowering,0,medium,shoot_borer
27.56,31.59,0.09,12.132000000000001,rice,flowering,1,high,aphids
29.24,25.65,0.0,12.78,rice,maturity,0,low,none
30.46,22.38,0.0,9.251999999999999,sugarcane,vegetative,0,medium,shoot_borer
31.61,19.61,0.0,7.992000000000001,rice,vegetative,1,high,aphids
34.41,21.67,0.0,6.696000000000001,sugarcane,seedling,0,medium,shoot_borer
34.62,22.66,0.28,8.568,cotton,flowering,0,medium,aphids
32.14,26.8,0.14,7.452,sugarcane,seedling,1,high,shoot_borer
32.84,18.89,0.0,7.848000000000001,cotton,seedling,0,medium,bollworm
31.87,21.1,0.04,15.3,sugarcane,maturity,1,medium,shoot_borer
31.49,22.54,0.0,12.168,rice,maturity,1,medium,aphids
31.75,26.89,2.04,7.848000000000001,sugarcane,seedling,0,low,none
29.1,22.83,0.0,8.424,rice,flowering,0,medium,aphids
28.96,16.41,0.0,9.72,sugarcane,maturity,0,low,none
29.85,15.03,0.0,8.784,sugarcane,seedling,0,low,none
31.5,12.79,0.0,6.6240000000000006,wheat,seedling,0,low,none
31.66,16.55,0.0,9.972,rice,seedling,0,medium,aphids
31.99,17.88,0.0,9.648000000000001,wheat,seedling,0,medium,leaf_miner
32.7,12.75,0.0,7.74,rice,seedling,0,medium,aphids
32.67,11.22,0.0,8.352,wheat,seedling,0,medium,leaf_miner
33.83,11.53,0.0,8.28,cotton,maturity,0,medium,aphids
35.38,10.68,0.0,6.9479999999999995,sugarcane,flowering,0,high,shoot_borer
34.5,20.82,0.0,6.66,rice,seedling,1,high,aphids
33.82,23.59,0.07,9.107999999999999,rice,vegetative,0,medium,aphids
32.71,28.28,2.91,6.048,sugarcane,maturity,0,medium,shoot_borer
32.04,32.69,2.88,5.652,rice,maturity,1,high,aphids
33.02,26.42,0.0,5.867999999999999,rice,seedling,0,medium,aphids
35.26,21.96,0.0,7.236,wheat,maturity,0,medium,leaf_miner
36.22,17.9,0.0,5.328,rice,seedling,0,medium,aphids
35.43,22.59,0.0,10.584,cotton,flowering,0,medium,aphids
32.45,42.92,22.54,6.5520000000000005,cotton,flowering,0,high,bollworm
33.38,33.55,0.0,6.8759999999999994,sugarcane,maturity,0,medium,shoot_borer
35.09,30.11,0.05,4.176,rice,maturity,0,medium,aphids
35.82,26.36,0.81,9.216000000000001,sugarcane,vegetative,1,high,shoot_borer
34.81,24.86,0.0,11.124,cotton,maturity,0,medium,aphids
34.54,20.45,0.0,10.26,rice,vegetative,0,low,none
35.63,18.96,0.0,11.808,rice,flowering,1,high,aphids
36.58,18.51,0.0,10.332,sugarcane,flowering,0,medium,shoot_borer
38.46,16.91,0.0,7.056,cotton,seedling,1,high,aphids
37.86,17.11,0.0,9.036,rice,flowering,0,medium,aphids
39.18,15.72,0.11,7.128,sugarcane,vegetative,1,high,shoot_borer
38.93,19.53,0.0,9.072000000000001,cotton,maturity,0,medium,aphids
37.99,24.36,0.56,9.18,sugarcane,seedling,1,high,shoot_borer
32.78,47.2,14.6,11.916,wheat,vegetative,1,high,leaf_miner
33.01,34.73,0.06,8.784,rice,maturity,0,medium,aphids
35.13,27.59,0.0,5.5440000000000005,wheat,seedling,0,medium,leaf_miner
36.15,25.58,0.0,10.620000000000001,cotton,flowering,0,high,aphids
35.86,27.6,0.1,8.676,wheat,vegetative,0,medium,leaf_miner
34.94,33.85,10.84,9.468,wheat,maturity,0,medium,leaf_miner
32.54,47.38,2.48,10.944,cotton,seedling,0,low,none
34.27,36.82,0.08,7.236,sugarcane,seedling,0,medium,shoot_borer
35.82,33.2,0.0,7.596,wheat,flowering,0,medium,leaf_miner
36.69,28.89,0.01,11.952,sugarcane,maturity,0,low,none
36.55,26.21,0.0,6.228,wheat,flowering,0,high,leaf_miner
37.86,25.55,0.0,7.74,sugarcane,flowering,0,high,shoot_borer
38.51,20.49,0.0,5.6160000000000005,cotton,maturity,0,medium,aphids
37.8,21.48,1.17,8.532,wheat,maturity,0,medium,leaf_miner
35.93,25.65,3.18,9.504000000000001,cotton,maturity,0,medium,aphids
36.39,24.53,0.58,9.072000000000001,wheat,vegetative,0,medium,leaf_miner
36.49,27.67,5.88,7.74,cotton,maturity,0,medium,aphids
37.6,26.15,0.74,6.228,cotton,seedling,0,medium,aphids
37.55,26.31,0.95,6.66,wheat,flowering,1,high,leaf_miner
38.05,32.52,0.01,12.06,wheat,vegetative,0,medium,leaf_miner
37.78,32.79,1.96,11.412,wheat,maturity,0,medium,leaf_miner
36.55,38.14,4.61,12.888,rice,vegetative,1,high,aphids
36.1,39.69,1.71,10.188,sugarcane,maturity,1,medium,shoot_borer
35.44,42.52,7.3,8.712,rice,vegetative,1,high,aphids
35.71,38.23,1.65,5.6160000000000005,rice,flowering,0,medium,aphids
36.86,31.91,0.0,5.867999999999999,cotton,flowering,0,high,aphids
36.62,32.65,0.29,7.524,wheat,seedling,1,high,leaf_miner
37.31,32.95,0.21,7.596,sugarcane,seedling,0,low,none
36.47,37.67,4.08,6.408,cotton,maturity,0,medium,aphids
33.57,51.99,27.65,5.328,rice,flowering,1,high,aphids
35.15,46.11,0.98,6.264,wheat,vegetative,1,high,leaf_miner
36.23,38.19,0.0,5.076,cotton,vegetative,1,high,aphids
36.82,34.35,0.0,6.444,wheat,vegetative,1,high,leaf_miner
36.61,36.57,0.71,8.208,cotton,seedling,1,high,aphids
36.13,39.71,3.06,6.156,wheat,vegetative,0,medium,leaf_miner
34.84,50.07,25.77,3.42,rice,seedling,1,high,aphids
36.17,44.66,0.08,3.384,sugarcane,seedling,0,medium,shoot_borer
36.96,40.54,0.72,5.112,rice,maturity,0,medium,aphids
35.28,49.58,21.57,5.472,sugarcane,vegetative,1,high,shoot_borer
32.12,66.62,27.23,8.928,wheat,vegetative,0,high,leaf_miner
31.37,66.86,9.98,6.588,cotton,flowering,0,high,bollworm
32.85,57.93,0.44,5.4,rice,maturity,0,medium,aphids
34.01,55.43,2.92,6.696000000000001,sugarcane,flowering,1,high,shoot_borer
35.0,54.44,13.56,4.824000000000001,rice,maturity,0,medium,aphids
35.46,48.48,0.28,4.6080000000000005,sugarcane,vegetative,1,high,shoot_borer
36.27,45.3,0.44,4.5360000000000005,rice,seedling,0,medium,aphids
35.01,47.35,2.35,6.012,sugarcane,seedling,1,high,shoot_borer
34.43,49.53,1.07,3.9600000000000004,sugarcane,seedling,1,high,shoot_borer
34.4,49.16,0.02,6.3,wheat,seedling,0,medium,leaf_miner
33.53,54.32,3.64,9.395999999999999,sugarcane,seedling,0,medium,shoot_borer
34.25,53.94,2.45,6.192,wheat,flowering,0,medium,leaf_miner
33.13,56.69,3.96,7.776000000000001,sugarcane,maturity,1,high,shoot_borer
32.32,67.87,23.0,6.912,cotton,vegetative,0,high,bollworm
31.7,69.43,9.01,8.748000000000001,cotton,flowering,1,high,bollworm
30.43,70.7,5.83,8.136,cotton,maturity,0,medium,whitefly
31.75,63.91,3.32,4.32,sugarcane,seedling,1,high,shoot_borer
33.2,52.45,0.02,6.156,wheat,maturity,1,high,leaf_miner
34.16,46.15,0.25,6.3,wheat,maturity,1,high,leaf_miner
35.29,44.1,1.58,4.788,sugarcane,seedling,1,high,shoot_borer
34.47,49.8,5.3,4.5360000000000005,cotton,seedling,0,medium,aphids
30.72,63.86,22.09,8.748000000000001,cotton,seedling,0,medium,bollworm
31.54,61.8,5.57,5.6160000000000005,wheat,vegetative,1,high,leaf_miner
33.0,54.91,0.15,4.824000000000001,cotton,seedling,1,high,bollworm
33.54,55.19,0.52,6.444,rice,vegetative,0,medium,aphids
30.61,68.36,8.36,11.879999999999999,wheat,seedling,0,low,none
29.94,69.68,2.87,4.392,cotton,vegetative,0,medium,bollworm
30.44,70.48,18.5,5.148,wheat,maturity,0,high,stem_borer
30.94,68.42,8.49,5.04,rice,flowering,0,high,aphids
31.33,68.1,4.15,4.680000000000001,wheat,maturity,0,medium,leaf_miner
31.77,64.24,4.88,7.812,wheat,maturity,1,high,leaf_miner
30.66,68.65,5.37,8.316,wheat,seedling,0,medium,leaf_miner
31.87,61.34,0.36,3.9240000000000004,wheat,vegetative,0,medium,leaf_miner
33.22,57.03,0.69,3.42,rice,flowering,0,high,aphids
30.23,67.85,1.69,4.176,sugarcane,seedling,0,medium,shoot_borer
28.41,79.52,11.91,6.012,wheat,seedling,1,high,stem_borer
30.53,69.13,5.35,3.168,wheat,seedling,1,high,leaf_miner
31.16,68.35,1.95,3.8880000000000003,cotton,maturity,0,medium,bollworm
32.05,64.11,4.42,2.8800000000000003,wheat,vegetative,1,high,leaf_miner
29.79,73.42,8.64,9.684,cotton,vegetative,1,high,whitefly
29.05,77.15,10.08,7.488,sugarcane,flowering,1,high,top_borer
30.29,70.58,7.87,3.744,rice,vegetative,0,medium,stem_borer
32.03,59.69,2.01,3.42,rice,vegetative,1,high,aphids
32.82,55.37,2.02,3.204,sugarcane,seedling,0,medium,shoot_borer
32.27,58.84,5.77,6.12,rice,seedling,0,medium,aphids
32.39,57.44,0.18,5.364,sugarcane,maturity,0,medium,shoot_borer
32.38,54.18,0.79,4.5,sugarcane,seedling,0,low,none
31.93,54.93,0.79,1.9440000000000002,sugarcane,seedling,0,medium,shoot_borer
32.78,54.72,0.11,4.5,rice,seedling,0,medium,aphids
32.31,59.43,4.5,3.744,cotton,seedling,0,medium,bollworm
31.12,69.55,32.21,2.2680000000000002,sugarcane,maturity,1,high,shoot_borer
31.46,65.94,2.68,3.8160000000000003,wheat,seedling,1,high,leaf_miner
31.19,66.57,4.85,3.3120000000000003,rice,flowering,0,high,aphids
29.65,70.38,5.85,4.5360000000000005,sugarcane,flowering,1,high,top_borer
29.92,72.49,6.51,3.7800000000000002,sugarcane,flowering,1,high,top_borer
31.67,64.0,3.11,2.3760000000000003,wheat,flowering,1,high,leaf_miner
28.78,77.72,12.09,6.696000000000001,cotton,seedling,0,medium,whitefly
29.7,72.17,2.68,3.06,cotton,flowering,1,high,whitefly
28.78,74.03,3.15,4.392,cotton,seedling,1,high,whitefly
28.81,71.54,2.56,3.7800000000000002,sugarcane,maturity,1,high,top_borer
29.66,70.41,1.99,4.644,sugarcane,flowering,0,medium,top_borer
29.43,72.05,4.79,3.9600000000000004,sugarcane,vegetative,0,medium,top_borer
29.63,63.28,0.37,5.832000000000001,rice,flowering,0,medium,aphids
29.82,55.44,0.0,6.66,wheat,flowering,0,high,leaf_miner
29.84,55.58,0.16,6.192,sugarcane,seedling,0,medium,shoot_borer
29.97,59.05,2.35,4.932,wheat,flowering,0,high,leaf_miner
30.13,58.59,0.01,6.084,wheat,vegetative,1,high,leaf_miner
30.07,57.46,0.0,5.796,cotton,seedling,1,high,bollworm
30.51,55.79,0.0,6.372,rice,seedling,0,medium,aphids
30.43,52.98,0.0,7.2,sugarcane,maturity,1,high,shoot_borer
30.2,53.29,1.85,5.5440000000000005,cotton,maturity,0,medium,bollworm
30.47,52.75,0.32,6.8759999999999994,cotton,flowering,1,high,bollworm
30.56,51.98,0.29,6.192,sugarcane,maturity,1,high,shoot_borer
30.69,53.31,2.93,4.392,wheat,maturity,1,high,leaf_miner
29.78,59.32,5.29,4.6080000000000005,cotton,maturity,1,high,bollworm
29.98,55.4,0.0,4.248,wheat,seedling,0,medium,leaf_miner
30.55,50.15,0.0,3.9600000000000004,rice,seedling,1,high,aphids
31.29,49.14,0.0,3.24,wheat,seedling,0,medium,leaf_miner
31.22,46.9,0.06,3.168,rice,maturity,1,high,aphids
30.53,52.18,3.63,4.032000000000001,wheat,seedling,1,high,leaf_miner
31.19,58.19,12.08,2.592,cotton,maturity,1,high,bollworm
31.44,51.69,0.84,3.456,cotton,seedling,0,medium,bollworm
28.95,58.59,5.93,5.004,rice,seedling,1,high,aphids
28.89,57.77,1.68,3.9600000000000004,sugarcane,vegetative,0,medium,shoot_borer
30.22,49.04,0.24,3.7800000000000002,rice,flowering,0,medium,aphids
29.84,48.34,0.0,3.564,rice,maturity,1,high,aphids
29.84,48.17,0.24,3.168,wheat,vegetative,0,low,none
29.02,50.11,0.04,4.356,wheat,seedling,1,medium,leaf_miner
29.62,48.99,0.0,3.564,rice,maturity,0,medium,aphids
29.37,48.33,0.0,3.8520000000000003,cotton,seedling,0,low,none
29.77,48.91,0.0,3.8160000000000003,wheat,flowering,1,high,leaf_miner
29.92,52.75,0.0,3.24,sugarcane,vegetative,0,medium,shoot_borer
31.07,49.18,0.09,3.3120000000000003,wheat,flowering,0,high,leaf_miner
31.02,44.93,0.0,3.8160000000000003,wheat,vegetative,1,high,leaf_miner
30.05,46.57,0.2,3.7800000000000002,sugarcane,seedling,0,medium,shoot_borer
29.85,48.39,0.0,4.068,rice,flowering,0,medium,aphids
28.9,51.09,2.34,3.024,sugarcane,flowering,0,medium,shoot_borer
28.56,50.01,0.0,5.5440000000000005,rice,seedling,1,medium,aphids
28.47,43.88,0.0,4.464,rice,flowering,1,high,aphids
27.76,43.52,0.0,4.248,rice,maturity,1,medium,aphids
27.22,42.7,0.0,4.788,sugarcane,vegetative,0,low,none
26.93,38.87,0.0,5.184,rice,vegetative,1,high,aphids
26.62,31.96,0.0,5.04,cotton,vegetative,1,high,bollworm
25.18,29.89,0.0,5.9399999999999995,sugarcane,maturity,1,high,shoot_borer
25.74,31.67,0.0,4.968,cotton,vegetative,0,medium,bollworm
25.79,30.59,0.0,5.760000000000001,rice,seedling,1,medium,aphids
25.98,30.51,0.0,4.464,wheat,flowering,1,high,leaf_miner
26.23,30.85,0.0,4.572,rice,maturity,0,medium,aphids
25.9,29.34,0.0,3.384,cotton,vegetative,0,medium,bollworm
25.85,29.97,0.0,3.708,cotton,seedling,1,medium,bollworm
26.77,29.94,0.0,3.42,sugarcane,flowering,0,medium,shoot_borer
25.88,32.23,0.0,3.384,wheat,flowering,1,high,leaf_miner
25.0,35.23,0.0,4.968,sugarcane,maturity,1,medium,shoot_borer
23.84,35.36,0.0,6.8759999999999994,cotton,maturity,0,low,none
24.61,27.96,0.0,4.5360000000000005,rice,maturity,0,low,none
23.94,30.9,0.0,4.680000000000001,wheat,seedling,0,low,none
24.93,30.49,0.0,4.212,rice,seedling,1,medium,aphids
22.93,33.29,0.0,6.803999999999999,rice,maturity,0,low,none
23.11,31.27,0.0,5.364,wheat,vegetative,1,medium,leaf_miner
23.09,25.49,0.0,4.212,sugarcane,flowering,0,medium,pyrilla
20.06,30.7,0.0,3.3120000000000003,rice,flowering,0,medium,aphids
21.14,31.43,0.0,3.528,cotton,seedling,0,low,none
21.9,33.88,0.0,3.744,rice,flowering,0,medium,aphids
21.46,35.15,0.0,3.132,wheat,vegetative,1,medium,leaf_miner
21.84,36.87,0.0,3.8160000000000003,wheat,flowering,0,medium,leaf_miner
21.88,38.45,0.0,4.248,wheat,seedling,0,low,none
20.7,43.11,0.0,3.708,sugarcane,seedling,0,low,none
21.02,35.39,0.0,3.744,rice,vegetative,0,low,none
20.02,34.4,0.0,6.912,sugarcane,vegetative,0,low,none
19.47,30.19,0.0,7.236,sugarcane,flowering,1,high,pyrilla
20.57,25.32,0.0,6.012,wheat,flowering,0,medium,leaf_miner
21.94,20.73,0.0,3.132,wheat,seedling,0,low,none
19.07,26.41,0.0,6.408,sugarcane,vegetative,0,low,none
20.26,27.47,0.0,4.680000000000001,rice,vegetative,1,medium,aphids
20.78,34.57,1.94,3.564,cotton,vegetative,0,low,none
19.77,35.62,0.0,4.428,sugarcane,flowering,0,medium,pyrilla
18.43,35.18,0.0,5.508,rice,vegetative,1,medium,aphids
18.03,33.84,0.0,6.012,wheat,seedling,0,low,none
17.41,31.83,0.0,6.984,wheat,seedling,0,low,none
17.71,28.19,0.0,5.9399999999999995,rice,flowering,0,medium,aphids
20.41,23.19,0.0,3.3480000000000003,cotton,maturity,1,medium,aphids
18.97,27.74,0.0,5.256,wheat,flowering,0,medium,leaf_miner
19.98,27.66,0.0,4.5,wheat,maturity,1,medium,leaf_miner
21.1,28.66,0.0,3.6,wheat,vegetative,0,low,none
19.13,31.74,0.0,4.716,rice,flowering,0,low,none
19.79,29.17,0.0,6.588,sugarcane,seedling,0,low,none
19.7,28.62,0.0,8.748000000000001,wheat,vegetative,0,low,none
20.44,33.3,0.0,8.532,sugarcane,seedling,1,low,none
19.89,28.77,0.0,8.064000000000002,cotton,vegetative,0,low,none
18.82,20.74,0.0,7.092,wheat,flowering,0,low,none
20.78,16.56,0.0,2.8800000000000003,wheat,maturity,0,low,none
18.75,21.39,0.0,5.148,cotton,vegetative,1,medium,aphids
17.88,25.02,0.0,4.644,wheat,maturity,0,low,none
18.22,30.49,0.0,5.004,sugarcane,vegetative,1,medium,pyrilla
18.39,24.19,0.0,4.176,rice,seedling,0,low,none
18.28,24.17,0.0,4.464,sugarcane,seedling,0,low,none
18.11,27.26,0.0,5.148,rice,vegetative,0,low,none
18.89,26.67,0.0,3.744,rice,maturity,0,low,none
19.04,28.47,0.0,3.9960000000000004,sugarcane,flowering,0,medium,pyrilla
18.09,31.99,0.0,3.8520000000000003,sugarcane,flowering,0,low,none
17.61,34.26,0.0,3.204,sugarcane,seedling,1,medium,pyrilla
17.81,36.27,0.0,7.74,sugarcane,flowering,1,high,pyrilla
18.55,34.98,0.0,4.752000000000001,cotton,seedling,1,low,none
17.24,35.81,0.0,4.86,wheat,flowering,0,medium,leaf_miner
16.73,36.19,0.0,5.256,rice,vegetative,0,low,none
15.76,33.31,0.0,6.264,sugarcane,seedling,0,low,none
15.53,27.6,0.0,6.192,sugarcane,seedling,1,medium,pyrilla
15.4,29.18,0.0,3.9960000000000004,sugarcane,vegetative,1,medium,pyrilla
14.59,33.72,0.0,5.760000000000001,cotton,seedling,0,low,none
15.25,29.57,0.0,5.292,sugarcane,flowering,0,medium,pyrilla
15.41,29.04,0.0,6.264,sugarcane,flowering,0,medium,pyrilla
14.98,32.12,0.0,8.028,sugarcane,seedling,0,low,none
14.51,28.95,0.0,6.192,wheat,flowering,0,medium,leaf_miner
16.13,20.52,0.0,5.688000000000001,cotton,maturity,0,low,none
17.34,18.39,0.0,3.6,sugarcane,seedling,1,medium,pyrilla
16.37,24.72,0.0,4.788,rice,vegetative,0,low,none
14.78,28.58,0.04,3.708,rice,maturity,0,low,none
13.37,25.1,1.14,5.976,rice,seedling,1,medium,aphids
15.51,19.32,0.0,4.896000000000001,cotton,vegetative,0,low,none
17.16,18.54,0.0,3.7800000000000002,cotton,flowering,0,medium,aphids
15.99,23.4,0.0,5.472,rice,vegetative,0,low,none
13.85,29.2,0.0,6.516,sugarcane,maturity,0,low,none
13.59,36.4,0.0,6.156,cotton,flowering,0,medium,aphids
14.95,47.07,0.0,4.788,rice,seedling,1,low,none
15.91,48.78,0.03,3.9960000000000004,rice,flowering,0,medium,aphids
16.38,44.26,0.02,4.068,sugarcane,seedling,0,low,none
17.05,42.84,0.01,4.464,wheat,seedling,1,medium,leaf_miner
16.42,43.26,0.1,3.9960000000000004,cotton,vegetative,0,low,none
15.11,49.8,8.6,5.904,sugarcane,vegetative,1,medium,pyrilla
13.04,74.48,11.13,6.012,rice,vegetative,1,high,aphids
12.1,70.21,0.17,3.708,rice,maturity,0,medium,aphids
9.91,56.41,0.0,5.58,sugarcane,maturity,1,high,pyrilla
8.23,38.86,0.0,6.8759999999999994,cotton,vegetative,0,low,none
8.6,37.18,0.03,5.832000000000001,wheat,maturity,1,medium,leaf_miner
8.98,32.45,0.0,5.328,wheat,flowering,0,medium,leaf_miner
10.2,29.08,0.0,4.284,rice,flowering,1,high,aphids
9.96,36.42,0.0,8.388,cotton,maturity,1,medium,aphids
11.5,59.5,3.09,5.472,wheat,maturity,0,medium,aphids
11.55,68.15,2.53,5.04,cotton,flowering,0,medium,aphids
11.21,58.45,0.13,5.076,cotton,seedling,1,medium,aphids
12.06,49.42,0.02,3.636,rice,flowering,1,high,aphids
10.37,59.42,0.0,7.668,wheat,flowering,0,medium,aphids
10.58,55.44,0.0,5.867999999999999,sugarcane,maturity,1,medium,pyrilla
10.63,47.33,0.43,3.708,rice,flowering,0,low,none
14.39,41.9,0.1,3.9960000000000004,wheat,maturity,0,low,none
14.02,41.31,0.0,4.680000000000001,wheat,maturity,0,low,none
13.56,48.91,0.19,4.392,wheat,vegetative,0,low,none
13.38,84.0,13.82,5.472,wheat,flowering,1,high,aphids
12.0,92.77,28.0,7.596,wheat,seedling,0,medium,aphids
12.65,77.45,0.32,3.3480000000000003,cotton,vegetative,1,high,aphids
13.4,68.41,0.0,5.364,rice,maturity,0,medium,aphids
15.11,53.56,0.0,5.796,cotton,maturity,0,low,none
15.76,50.33,0.0,3.9600000000000004,sugarcane,seedling,0,low,none
15.46,57.36,0.09,6.228,wheat,maturity,0,low,none
14.62,56.53,0.0,4.680000000000001,rice,flowering,0,medium,aphids
15.46,45.82,0.0,2.664,wheat,vegetative,0,low,none
14.96,51.23,0.0,3.2760000000000002,rice,maturity,0,low,none
16.6,49.06,0.92,11.34,cotton,maturity,0,low,none
13.83,77.01,4.23,7.236,rice,seedling,0,medium,aphids
12.81,59.86,0.06,5.652,sugarcane,flowering,0,medium,pyrilla
13.24,46.73,0.0,4.896000000000001,sugarcane,maturity,1,medium,pyrilla
14.82,44.14,0.0,3.9240000000000004,rice,seedling,1,low,none
13.5,45.11,0.0,6.048,rice,maturity,0,low,none
13.68,50.38,0.0,5.9399999999999995,rice,seedling,0,low,none
15.01,40.74,0.0,4.572,rice,seedling,0,low,none
15.36,39.07,0.0,3.456,sugarcane,flowering,1,high,pyrilla
